timestamp,edge_id,source_type,traffic_level,speed
2026-02-03T19:54:52.382583,27,user,0.137,33.9
2026-02-03T19:54:52.382583,33,user,0.388,24.0
2026-02-03T19:55:02.389441,3_rev,bot,0.082,36.7
2026-02-03T19:55:02.389441,4,bot,0.095,54.3
2026-02-03T19:55:02.389441,4_rev,bot,0.15,51.0
2026-02-03T19:55:02.389441,5,bot,0.075,37.0
2026-02-03T19:55:02.389441,5_rev,bot,0.67,13.2
2026-02-03T19:55:02.389441,6,bot,0.341,26.4
2026-02-03T19:55:02.389441,7,bot,0.151,34.0
2026-02-03T19:55:02.389441,8,bot,0.034,57.9
2026-02-03T19:55:02.389441,8_rev,bot,0.755,14.7
2026-02-03T19:55:02.389441,9,bot,0.095,36.2
2026-02-03T19:55:02.389441,10,bot,0.226,30.9
2026-02-03T19:55:02.389441,10_rev,bot,0.088,36.5
2026-02-03T19:55:02.389441,11,bot,0.784,8.6
2026-02-03T19:55:02.389441,11_rev,bot,0.191,32.4
2026-02-03T19:55:02.389441,12,bot,0.361,38.3
2026-02-03T19:55:02.389441,12_rev,bot,0.206,47.6
2026-02-03T19:55:02.389441,13,bot,0.241,30.4
2026-02-03T19:55:02.389441,13_rev,bot,0.591,16.4
2026-02-03T19:55:02.389441,14,bot,0.571,25.7
2026-02-03T19:55:02.389441,14_rev,bot,0.576,25.4
2026-02-03T19:55:02.389441,15,bot,0.247,45.2
2026-02-03T19:55:02.389441,15_rev,bot,0.423,34.6
2026-02-03T19:55:02.389441,16,bot,0.337,39.8
2026-02-03T19:55:02.389441,16_rev,bot,0.484,31.0
2026-02-03T19:55:02.389441,17,bot,0.484,20.6
2026-02-03T19:55:02.389441,18,bot,0.055,56.7
2026-02-03T19:55:02.389441,18_rev,bot,0.07,55.8
2026-02-03T19:55:02.389441,19,bot,0.659,20.4
2026-02-03T19:55:02.389441,19_rev,bot,0.035,57.9
2026-02-03T19:55:02.389441,20,bot,0.743,15.4
2026-02-03T19:55:02.389441,20_rev,bot,0.084,55.0
2026-02-03T19:55:02.389441,22,bot,0.282,28.7
2026-02-03T19:55:02.389441,22_rev,bot,0.35,26.0
2026-02-03T19:55:02.389441,23,bot,0.753,9.9
2026-02-03T19:55:02.389441,24,bot,0.627,14.9
2026-02-03T19:55:02.389441,24_rev,bot,0.586,16.6
2026-02-03T19:55:02.389441,25,bot,0.514,19.5
2026-02-03T19:55:02.389441,26,bot,0.122,52.7
2026-02-03T19:55:02.389441,26_rev,bot,0.114,53.2
2026-02-03T19:55:02.389441,27,bot,0.125,35.0
2026-02-03T19:55:02.389441,28,bot,0.624,15.0
2026-02-03T19:55:02.389441,30,bot,0.347,39.2
2026-02-03T19:55:02.389441,30_rev,bot,0.005,59.7
2026-02-03T19:55:02.389441,31_rev,bot,0.327,26.9
2026-02-03T19:55:02.389441,32,bot,0.47,21.2
2026-02-03T19:55:02.389441,33_rev,bot,0.206,31.8
2026-02-03T19:55:02.389441,34,bot,0.471,31.8
2026-02-03T19:55:02.389441,34_rev,bot,0.055,56.7
2026-02-03T19:55:02.389441,36,bot,0.443,33.4
2026-02-03T19:55:02.389441,36_rev,bot,0.95,3.0
2026-02-03T19:55:02.389441,37,bot,0.035,57.9
2026-02-03T19:55:02.389441,37_rev,bot,0.196,48.2
2026-02-03T19:55:02.389441,38,bot,0.417,35.0
2026-02-03T19:55:02.389441,38_rev,bot,0.7,18.0
2026-02-03T19:55:02.389441,39,bot,0.511,19.5
2026-02-03T19:55:02.389441,39_rev,bot,0.518,19.3
2026-02-03T19:55:02.389441,40,bot,0.243,45.4
2026-02-03T19:55:02.389441,40_rev,bot,0.496,30.3
2026-02-03T19:55:02.389441,41,bot,0.144,51.4
2026-02-03T19:55:02.389441,41_rev,bot,0.26,44.4
2026-02-03T19:55:02.389441,42,bot,0.602,23.9
2026-02-03T19:55:02.389441,42_rev,bot,0.458,32.5
2026-02-03T19:55:02.389441,43,bot,0.618,15.3
2026-02-03T19:55:02.389441,43_rev,bot,0.668,13.3
2026-02-03T19:55:02.389441,44,bot,0.331,26.8
2026-02-03T19:55:02.389441,45,bot,0.56,17.6
2026-02-03T19:55:02.389441,45_rev,bot,0.462,21.5
2026-02-03T19:55:02.389441,46,bot,0.764,9.4
2026-02-03T19:55:02.389441,47_rev,bot,0.541,18.4
2026-02-03T19:55:02.389441,48,bot,0.085,54.9
2026-02-03T19:55:02.389441,48_rev,bot,0.177,49.4
2026-02-03T19:55:02.389441,49,bot,0.226,30.9
2026-02-03T19:55:02.389441,49_rev,bot,0.781,8.8
2026-02-03T19:55:02.389441,52,bot,0.629,22.3
2026-02-03T19:55:02.389441,52_rev,bot,0.661,20.3
2026-02-03T19:55:02.389441,53,bot,0.477,20.9
2026-02-03T19:55:02.389441,55,bot,0.188,32.5
2026-02-03T19:55:02.389441,57,bot,0.775,9.0
2026-02-03T19:55:02.389441,57_rev,bot,0.308,27.7
2026-02-03T19:55:02.389441,58,bot,0.133,34.7
2026-02-03T19:55:02.389441,58_rev,bot,0.095,36.2
2026-02-03T19:55:02.389441,60,bot,0.306,27.7
2026-02-03T19:55:02.389441,31_rev,user,0.404,22.4
2026-02-03T19:55:02.389441,29,user,0.397,26.0
2026-02-03T19:55:02.389441,26_rev,user,0.316,44.9
2026-02-03T19:55:02.389441,30_rev,user,0.493,28.7
2026-02-03T19:55:02.389441,27_rev,user,0.292,26.8
2026-02-03T19:55:02.389441,19,user,0.524,27.3
2026-02-03T19:55:02.389441,32,user,0.555,19.3
2026-02-03T19:55:02.389441,4_rev,user,0.097,50.1
2026-02-03T19:55:02.389441,57_rev,user,0.697,11.5
2026-02-03T19:55:02.389441,3_rev,user,0.433,22.2
2026-02-03T19:55:02.389441,30_rev,user,0.587,23.5
2026-02-03T19:55:02.389441,8,user,0.584,23.8
2026-02-03T19:55:02.389441,48_rev,user,0.453,36.0
2026-02-03T19:55:02.389441,49_rev,user,0.541,19.4
2026-02-03T19:55:02.389441,40_rev,user,0.599,22.0
2026-02-03T19:55:12.396046,1,bot,0.016,39.4
2026-02-03T19:55:12.396046,2,bot,0.189,32.5
2026-02-03T19:55:12.396046,4,bot,0.306,41.6
2026-02-03T19:55:12.396046,4_rev,bot,0.004,59.8
2026-02-03T19:55:12.396046,5,bot,0.378,24.9
2026-02-03T19:55:12.396046,5_rev,bot,0.445,22.2
2026-02-03T19:55:12.396046,6,bot,0.437,22.5
2026-02-03T19:55:12.396046,6_rev,bot,0.581,16.8
2026-02-03T19:55:12.396046,7_rev,bot,0.726,11.0
2026-02-03T19:55:12.396046,8,bot,0.95,3.0
2026-02-03T19:55:12.396046,8_rev,bot,0.735,15.9
2026-02-03T19:55:12.396046,10_rev,bot,0.086,36.6
2026-02-03T19:55:12.396046,11,bot,0.696,12.2
2026-02-03T19:55:12.396046,11_rev,bot,0.536,18.6
2026-02-03T19:55:12.396046,12,bot,0.265,44.1
2026-02-03T19:55:12.396046,12_rev,bot,0.357,38.6
2026-02-03T19:55:12.396046,13_rev,bot,0.07,37.2
2026-02-03T19:55:12.396046,14,bot,0.031,58.1
2026-02-03T19:55:12.396046,14_rev,bot,0.71,17.4
2026-02-03T19:55:12.396046,15,bot,0.133,52.0
2026-02-03T19:55:12.396046,15_rev,bot,0.411,35.3
2026-02-03T19:55:12.396046,16,bot,0.021,58.7
2026-02-03T19:55:12.396046,16_rev,bot,0.165,50.1
2026-02-03T19:55:12.396046,18,bot,0.392,36.5
2026-02-03T19:55:12.396046,18_rev,bot,0.607,23.6
2026-02-03T19:55:12.396046,19,bot,0.426,34.5
2026-02-03T19:55:12.396046,19_rev,bot,0.322,40.7
2026-02-03T19:55:12.396046,20,bot,0.435,33.9
2026-02-03T19:55:12.396046,20_rev,bot,0.589,24.7
2026-02-03T19:55:12.396046,21_rev,bot,0.628,14.9
2026-02-03T19:55:12.396046,22,bot,0.632,14.7
2026-02-03T19:55:12.396046,22_rev,bot,0.199,32.1
2026-02-03T19:55:12.396046,23,bot,0.768,9.3
2026-02-03T19:55:12.396046,24,bot,0.206,31.8
2026-02-03T19:55:12.396046,25,bot,0.14,34.4
2026-02-03T19:55:12.396046,25_rev,bot,0.513,19.5
2026-02-03T19:55:12.396046,26,bot,0.739,15.7
2026-02-03T19:55:12.396046,26_rev,bot,0.329,40.3
2026-02-03T19:55:12.396046,28_rev,bot,0.315,27.4
2026-02-03T19:55:12.396046,30,bot,0.228,46.3
2026-02-03T19:55:12.396046,30_rev,bot,0.576,25.5
2026-02-03T19:55:12.396046,31_rev,bot,0.797,8.1
2026-02-03T19:55:12.396046,33_rev,bot,0.062,37.5
2026-02-03T19:55:12.396046,34,bot,0.787,12.8
2026-02-03T19:55:12.396046,34_rev,bot,0.563,26.2
2026-02-03T19:55:12.396046,35,bot,0.169,33.2
2026-02-03T19:55:12.396046,36,bot,0.533,28.0
2026-02-03T19:55:12.396046,36_rev,bot,0.635,21.9
2026-02-03T19:55:12.396046,37,bot,0.221,46.7
2026-02-03T19:55:12.396046,37_rev,bot,0.606,23.7
2026-02-03T19:55:12.396046,38,bot,0.648,21.1
2026-02-03T19:55:12.396046,38_rev,bot,0.583,25.0
2026-02-03T19:55:12.396046,39,bot,0.313,27.5
2026-02-03T19:55:12.396046,40,bot,0.581,25.1
2026-02-03T19:55:12.396046,40_rev,bot,0.628,22.3
2026-02-03T19:55:12.396046,41,bot,0.077,55.4
2026-02-03T19:55:12.396046,41_rev,bot,0.123,52.6
2026-02-03T19:55:12.396046,42,bot,0.022,58.7
2026-02-03T19:55:12.396046,42_rev,bot,0.713,17.2
2026-02-03T19:55:12.396046,43,bot,0.513,19.5
2026-02-03T19:55:12.396046,43_rev,bot,0.432,22.7
2026-02-03T19:55:12.396046,44,bot,0.435,22.6
2026-02-03T19:55:12.396046,44_rev,bot,0.707,11.7
2026-02-03T19:55:12.396046,45_rev,bot,0.295,28.2
2026-02-03T19:55:12.396046,46,bot,0.3,28.0
2026-02-03T19:55:12.396046,47_rev,bot,0.152,33.9
2026-02-03T19:55:12.396046,48,bot,0.652,20.9
2026-02-03T19:55:12.396046,48_rev,bot,0.294,42.4
2026-02-03T19:55:12.396046,49,bot,0.095,36.2
2026-02-03T19:55:12.396046,50_rev,bot,0.534,18.6
2026-02-03T19:55:12.396046,51,bot,0.535,18.6
2026-02-03T19:55:12.396046,51_rev,bot,0.646,14.2
2026-02-03T19:55:12.396046,52,bot,0.299,42.0
2026-02-03T19:55:12.396046,52_rev,bot,0.343,39.4
2026-02-03T19:55:12.396046,53_rev,bot,0.547,18.1
2026-02-03T19:55:12.396046,54,bot,0.617,15.3
2026-02-03T19:55:12.396046,54_rev,bot,0.406,23.7
2026-02-03T19:55:12.396046,55_rev,bot,0.724,11.0
2026-02-03T19:55:12.396046,56_rev,bot,0.311,27.5
2026-02-03T19:55:12.396046,57,bot,0.691,12.3
2026-02-03T19:55:12.396046,58_rev,bot,0.25,30.0
2026-02-03T19:55:12.396046,15,user,0.562,26.9
2026-02-03T19:55:12.396046,24,user,0.398,22.7
2026-02-03T19:55:12.396046,51,user,0.136,36.6
2026-02-03T19:55:12.396046,24,user,0.47,20.6
2026-02-03T19:55:12.396046,38,user,0.5,30.8
2026-02-03T19:55:12.396046,31,user,0.662,14.5
2026-02-03T19:55:12.396046,13,user,0.366,23.2
2026-02-03T19:55:12.396046,5,user,0.345,27.5
2026-02-03T19:55:12.396046,8,user,0.624,21.9
2026-02-03T19:55:12.396046,35,user,0.346,26.1
2026-02-03T19:55:12.396046,52_rev,user,0.666,18.4
2026-02-03T19:55:12.396046,43,user,0.278,30.0
2026-02-03T19:55:12.396046,45_rev,user,0.493,21.1
2026-02-03T19:55:12.396046,33,user,0.385,25.5
2026-02-03T19:55:12.396046,18,user,0.367,37.7
2026-02-03T19:55:22.408178,1,bot,0.035,38.6
2026-02-03T19:55:22.408178,3_rev,bot,0.022,39.1
2026-02-03T19:55:22.408178,4,bot,0.068,55.9
2026-02-03T19:55:22.408178,4_rev,bot,0.655,20.7
2026-02-03T19:55:22.408178,6,bot,0.232,30.7
2026-02-03T19:55:22.408178,6_rev,bot,0.516,19.3
2026-02-03T19:55:22.408178,8,bot,0.371,37.7
2026-02-03T19:55:22.408178,8_rev,bot,0.102,53.9
2026-02-03T19:55:22.408178,9,bot,0.556,17.8
2026-02-03T19:55:22.408178,9_rev,bot,0.603,15.9
2026-02-03T19:55:22.408178,11,bot,0.574,17.0
2026-02-03T19:55:22.408178,12,bot,0.102,53.9
2026-02-03T19:55:22.408178,12_rev,bot,0.581,25.2
2026-02-03T19:55:22.408178,13,bot,0.716,11.4
2026-02-03T19:55:22.408178,14,bot,0.067,56.0
2026-02-03T19:55:22.408178,14_rev,bot,0.471,31.7
2026-02-03T19:55:22.408178,15,bot,0.388,36.7
2026-02-03T19:55:22.408178,15_rev,bot,0.19,48.6
2026-02-03T19:55:22.408178,16,bot,0.585,24.9
2026-02-03T19:55:22.408178,16_rev,bot,0.19,48.6
2026-02-03T19:55:22.408178,18,bot,0.063,56.2
2026-02-03T19:55:22.408178,18_rev,bot,0.693,18.4
2026-02-03T19:55:22.408178,19,bot,0.62,22.8
2026-02-03T19:55:22.408178,19_rev,bot,0.562,26.3
2026-02-03T19:55:22.408178,20,bot,0.612,23.3
2026-02-03T19:55:22.408178,20_rev,bot,0.008,59.5
2026-02-03T19:55:22.408178,21_rev,bot,0.295,28.2
2026-02-03T19:55:22.408178,24,bot,0.017,39.3
2026-02-03T19:55:22.408178,24_rev,bot,0.292,28.3
2026-02-03T19:55:22.408178,25_rev,bot,0.145,34.2
2026-02-03T19:55:22.408178,26,bot,0.286,42.8
2026-02-03T19:55:22.408178,26_rev,bot,0.774,13.6
2026-02-03T19:55:22.408178,27_rev,bot,0.616,15.4
2026-02-03T19:55:22.408178,28,bot,0.571,17.2
2026-02-03T19:55:22.408178,28_rev,bot,0.479,20.8
2026-02-03T19:55:22.408178,29_rev,bot,0.334,26.6
2026-02-03T19:55:22.408178,30,bot,0.661,20.4
2026-02-03T19:55:22.408178,30_rev,bot,0.729,16.2
2026-02-03T19:55:22.408178,31_rev,bot,0.31,27.6
2026-02-03T19:55:22.408178,32,bot,0.045,38.2
2026-02-03T19:55:22.408178,34,bot,0.438,33.7
2026-02-03T19:55:22.408178,34_rev,bot,0.769,13.9
2026-02-03T19:55:22.408178,35,bot,0.605,15.8
2026-02-03T19:55:22.408178,36,bot,0.229,46.3
2026-02-03T19:55:22.408178,36_rev,bot,0.372,37.7
2026-02-03T19:55:22.408178,37,bot,0.128,52.3
2026-02-03T19:55:22.408178,37_rev,bot,0.258,44.5
2026-02-03T19:55:22.408178,38,bot,0.714,17.2
2026-02-03T19:55:22.408178,38_rev,bot,0.252,44.9
2026-02-03T19:55:22.408178,40,bot,0.439,33.7
2026-02-03T19:55:22.408178,40_rev,bot,0.714,17.1
2026-02-03T19:55:22.408178,41,bot,0.668,19.9
2026-02-03T19:55:22.408178,41_rev,bot,0.734,16.0
2026-02-03T19:55:22.408178,42,bot,0.532,28.1
2026-02-03T19:55:22.408178,42_rev,bot,0.215,47.1
2026-02-03T19:55:22.408178,43,bot,0.081,36.8
2026-02-03T19:55:22.408178,44_rev,bot,0.642,14.3
2026-02-03T19:55:22.408178,45,bot,0.688,12.5
2026-02-03T19:55:22.408178,45_rev,bot,0.632,14.7
2026-02-03T19:55:22.408178,46,bot,0.417,23.3
2026-02-03T19:55:22.408178,46_rev,bot,0.301,28.0
2026-02-03T19:55:22.408178,47_rev,bot,0.316,27.4
2026-02-03T19:55:22.408178,48,bot,0.358,38.5
2026-02-03T19:55:22.408178,48_rev,bot,0.216,47.0
2026-02-03T19:55:22.408178,49,bot,0.798,8.1
2026-02-03T19:55:22.408178,49_rev,bot,0.657,13.7
2026-02-03T19:55:22.408178,50,bot,0.698,12.1
2026-02-03T19:55:22.408178,50_rev,bot,0.696,12.2
2026-02-03T19:55:22.408178,52,bot,0.028,58.3
2026-02-03T19:55:22.408178,52_rev,bot,0.515,29.1
2026-02-03T19:55:22.408178,53_rev,bot,0.303,27.9
2026-02-03T19:55:22.408178,54,bot,0.95,2.0
2026-02-03T19:55:22.408178,58_rev,bot,0.501,20.0
2026-02-03T19:55:22.408178,60_rev,bot,0.19,32.4
2026-02-03T19:55:22.408178,58,user,0.605,15.9
2026-02-03T19:55:22.408178,23_rev,user,0.624,15.9
2026-02-03T19:55:22.408178,33,user,0.679,12.6
2026-02-03T19:55:22.408178,18,user,0.653,21.7
2026-02-03T19:55:22.408178,56_rev,user,0.285,29.3
2026-02-03T19:55:22.408178,18_rev,user,0.616,23.8
2026-02-03T19:55:22.408178,43,user,0.566,18.4
2026-02-03T19:55:22.408178,51_rev,user,0.033,42.1
2026-02-03T19:55:22.408178,40,user,0.504,30.2
2026-02-03T19:55:22.408178,24_rev,user,0.041,36.0
2026-02-03T19:55:22.408178,10,user,0.233,33.1
2026-02-03T19:55:22.408178,52,user,0.548,27.2
2026-02-03T19:55:22.408178,14,user,0.507,29.9
2026-02-03T19:55:22.408178,14,user,0.449,35.3
2026-02-03T19:55:22.408178,6_rev,user,0.555,18.4
2026-02-03T19:55:32.417538,1_rev,bot,0.682,12.7
2026-02-03T19:55:32.417538,3_rev,bot,0.715,11.4
2026-02-03T19:55:32.417538,4,bot,0.549,27.1
2026-02-03T19:55:32.417538,4_rev,bot,0.223,46.6
2026-02-03T19:55:32.417538,5_rev,bot,0.221,31.2
2026-02-03T19:55:32.417538,6,bot,0.117,35.3
2026-02-03T19:55:32.417538,6_rev,bot,0.376,25.0
2026-02-03T19:55:32.417538,7_rev,bot,0.522,19.1
2026-02-03T19:55:32.417538,8,bot,0.289,42.6
2026-02-03T19:55:32.417538,8_rev,bot,0.204,47.8
2026-02-03T19:55:32.417538,10,bot,0.636,14.6
2026-02-03T19:55:32.417538,10_rev,bot,0.389,24.5
2026-02-03T19:55:32.417538,12,bot,0.768,13.9
2026-02-03T19:55:32.417538,12_rev,bot,0.748,15.1
2026-02-03T19:55:32.417538,13_rev,bot,0.647,14.1
2026-02-03T19:55:32.417538,14,bot,0.133,52.0
2026-02-03T19:55:32.417538,14_rev,bot,0.277,43.4
2026-02-03T19:55:32.417538,15,bot,0.415,35.1
2026-02-03T19:55:32.417538,15_rev,bot,0.079,55.3
2026-02-03T19:55:32.417538,16,bot,0.754,14.7
2026-02-03T19:55:32.417538,16_rev,bot,0.333,40.0
2026-02-03T19:55:32.417538,17,bot,0.387,24.5
2026-02-03T19:55:32.417538,17_rev,bot,0.348,26.1
2026-02-03T19:55:32.417538,18,bot,0.488,30.7
2026-02-03T19:55:32.417538,18_rev,bot,0.296,42.2
2026-02-03T19:55:32.417538,19,bot,0.598,24.1
2026-02-03T19:55:32.417538,19_rev,bot,0.23,46.2
2026-02-03T19:55:32.417538,20,bot,0.072,55.7
2026-02-03T19:55:32.417538,20_rev,bot,0.569,25.9
2026-02-03T19:55:32.417538,21_rev,bot,0.787,8.5
2026-02-03T19:55:32.417538,22,bot,0.415,23.4
2026-02-03T19:55:32.417538,22_rev,bot,0.778,8.9
2026-02-03T19:55:32.417538,24,bot,0.521,19.1
2026-02-03T19:55:32.417538,24_rev,bot,0.615,15.4
2026-02-03T19:55:32.417538,26,bot,0.16,50.4
2026-02-03T19:55:32.417538,26_rev,bot,0.33,40.2
2026-02-03T19:55:32.417538,27,bot,0.096,36.1
2026-02-03T19:55:32.417538,27_rev,bot,0.196,32.2
2026-02-03T19:55:32.417538,28,bot,0.346,26.2
2026-02-03T19:55:32.417538,28_rev,bot,0.252,29.9
2026-02-03T19:55:32.417538,30,bot,0.144,51.4
2026-02-03T19:55:32.417538,30_rev,bot,0.065,56.1
2026-02-03T19:55:32.417538,32,bot,0.386,24.6
2026-02-03T19:55:32.417538,34,bot,0.353,38.8
2026-02-03T19:55:32.417538,34_rev,bot,0.393,36.4
2026-02-03T19:55:32.417538,35,bot,0.152,33.9
2026-02-03T19:55:32.417538,36,bot,0.541,27.5
2026-02-03T19:55:32.417538,36_rev,bot,0.161,50.3
2026-02-03T19:55:32.417538,37,bot,0.284,43.0
2026-02-03T19:55:32.417538,37_rev,bot,0.541,27.6
2026-02-03T19:55:32.417538,38,bot,0.386,36.9
2026-02-03T19:55:32.417538,38_rev,bot,0.219,46.8
2026-02-03T19:55:32.417538,39_rev,bot,0.001,39.9
2026-02-03T19:55:32.417538,40,bot,0.094,54.4
2026-02-03T19:55:32.417538,40_rev,bot,0.406,35.6
2026-02-03T19:55:32.417538,41,bot,0.483,31.0
2026-02-03T19:55:32.417538,41_rev,bot,0.507,29.6
2026-02-03T19:55:32.417538,42,bot,0.384,37.0
2026-02-03T19:55:32.417538,42_rev,bot,0.625,22.5
2026-02-03T19:55:32.417538,44,bot,0.76,9.6
2026-02-03T19:55:32.417538,44_rev,bot,0.125,35.0
2026-02-03T19:55:32.417538,45,bot,0.664,13.4
2026-02-03T19:55:32.417538,48,bot,0.407,35.6
2026-02-03T19:55:32.417538,48_rev,bot,0.524,28.5
2026-02-03T19:55:32.417538,51,bot,0.128,34.9
2026-02-03T19:55:32.417538,52,bot,0.422,34.7
2026-02-03T19:55:32.417538,52_rev,bot,0.61,23.4
2026-02-03T19:55:32.417538,53,bot,0.657,13.7
2026-02-03T19:55:32.417538,55_rev,bot,0.678,12.9
2026-02-03T19:55:32.417538,56,bot,0.148,34.1
2026-02-03T19:55:32.417538,57_rev,bot,0.699,12.0
2026-02-03T19:55:32.417538,59,bot,0.732,10.7
2026-02-03T19:55:32.417538,60_rev,bot,0.117,35.3
2026-02-03T19:55:32.419537,56_rev,user,0.369,24.5
2026-02-03T19:55:32.419537,5,user,0.614,16.8
2026-02-03T19:55:32.419537,59_rev,user,0.025,42.8
2026-02-03T19:55:32.419537,16,user,0.335,36.4
2026-02-03T19:55:32.419537,55_rev,user,0.248,30.0
2026-02-03T19:55:32.419537,5,user,0.27,27.9
2026-02-03T19:55:32.419537,42,user,0.015,59.1
2026-02-03T19:55:32.419537,24_rev,user,0.508,21.2
2026-02-03T19:55:32.419537,52_rev,user,0.033,53.5
2026-02-03T19:55:32.419537,57_rev,user,0.648,15.2
2026-02-03T19:55:32.419537,58_rev,user,0.264,31.9
2026-02-03T19:55:32.419537,47,user,0.549,17.8
